person_id,person_name,election_id,ballot_paper_id,election_date,election_current,party_name,party_id,post_label,cancelled_poll,seats_contested,homepage_url
116592,Anna Dixon,parl.2024-07-04,parl.shipley.2024-07-04,2024-07-04,f,Labour Party,PP53,Shipley,f,1,https://www.annaforshipley.org.uk/
6407,Graham Reed,parl.2024-07-04,parl.shipley.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Shipley,f,1,https://plymouth.lib.dm/en/page/graham-reed-lib-dem-parliamentary-candidate-for-plymouth-sutton-and-devonport
24289,Julia Buckley,parl.2024-07-04,parl.shrewsbury.2024-07-04,2024-07-04,f,Labour Party,PP53,Shrewsbury,f,1,https://www.shrewsburylabour.org.uk/our-candidate/
1073,Daniel Kawczynski,parl.2024-07-04,parl.shrewsbury.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Shrewsbury,f,1,http://www.daniel4shrewsbury.co.uk/
50578,Sam Banks,parl.2024-07-04,parl.sittingbourne-and-sheppey.2024-07-04,2024-07-04,f,Green Party,PP63,Sittingbourne and Sheppey,f,1,https://swale.greenparty.org.uk/
105396,William Fotheringham-Bray,parl.2024-07-04,parl.sittingbourne-and-sheppey.2024-07-04,2024-07-04,f,Reform UK,PP7931,Sittingbourne and Sheppey,f,1,https://www.reformparty.uk/sittingbourne-and-sheppey-constituency
5103,Malcolm Birks,parl.2024-07-04,parl.skipton-and-ripon.2024-07-04,2024-07-04,f,Labour Party,PP53,Skipton and Ripon,f,1,https://www.skiptonriponlabour.org.uk/2024/05/27/announcing-our-parliamentary-candidate-malcolm-birks/
34668,Andy Brown,parl.2024-07-04,parl.skipton-and-ripon.2024-07-04,2024-07-04,f,Green Party,PP63,Skipton and Ripon,f,1,http://votegreenandybrown.weebly.com/
116594,Simon Garvey,parl.2024-07-04,parl.skipton-and-ripon.2024-07-04,2024-07-04,f,Reform UK,PP7931,Skipton and Ripon,f,1,https://reformuk.org.uk/skiptonripon/
108801,Guy Phoenix,parl.2024-07-04,parl.skipton-and-ripon.2024-07-04,2024-07-04,f,Heritage Party,PP12550,Skipton and Ripon,f,1,https://heritageparty.org/
72741,Keith Graham Tordoff,parl.2024-07-04,parl.skipton-and-ripon.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Skipton and Ripon,f,1,https://www.keithtordoffmbe.co.uk/
79813,Azhar Iqbal Chohan,parl.2024-07-04,parl.slough.2024-07-04,2024-07-04,f,Independent Network,PP1951,Slough,f,1,https://www.chohan4slough.com
4341,Tan Dhesi,parl.2024-07-04,parl.slough.2024-07-04,2024-07-04,f,Labour Party,PP53,Slough,f,1,https://www.tsdhesi.com/
5799,Ade Adeyemo,parl.2024-07-04,parl.solihull-west-and-shirley.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Solihull West and Shirley,f,1,https://www.solihull-libdems.org.uk/ade
4225,Julian Knight,parl.2024-07-04,parl.solihull-west-and-shirley.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Solihull West and Shirley,f,1,http://www.julianknight.org.uk/
4414,Darren Paffey,parl.2024-07-04,parl.southampton-itchen.2024-07-04,2024-07-04,f,Labour Party,PP53,Southampton Itchen,f,1,https://www.darrenpaffey.org.uk
16525,John Peter Edwards,parl.2024-07-04,parl.southampton-test.2024-07-04,2024-07-04,f,Reform UK,PP7931,Southampton Test,f,1,https://www.john-edwards.org/
4711,Declan Kearney,parl.2024-07-04,parl.south-antrim.2024-07-04,2024-07-04,f,Sinn Féin,PP39,South Antrim,f,1,https://www.sinnfein.ie/declan-kearney
16348,Neil Speight,parl.2024-07-04,parl.south-basildon-and-east-thurrock.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,South Basildon and East Thurrock,f,1,https://neil4mp.com/
5438,Chris Carter-Chapman,parl.2024-07-04,parl.south-cambridgeshire.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,South Cambridgeshire,f,1,http://chrischapman.org.uk/
37510,Pippa Heylings,parl.2024-07-04,parl.south-cambridgeshire.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,South Cambridgeshire,f,1,https://www.pippaheylings.org.uk/
115241,Zoë Billingham,parl.2024-07-04,parl.south-cotswolds.2024-07-04,2024-07-04,f,Labour Party,PP53,South Cotswolds,f,1,https://www.zoeforsouthcotswolds.co.uk
116432,Martin Broomfield,parl.2024-07-04,parl.south-cotswolds.2024-07-04,2024-07-04,f,Social Democratic Party,PP243,South Cotswolds,f,1,https://sdp.org.uk/
3271,James Gray,parl.2024-07-04,parl.south-cotswolds.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,South Cotswolds,f,1,http://www.jamesgray.org/
108757,Roz Savage,parl.2024-07-04,parl.south-cotswolds.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,South Cotswolds,f,1,https://www.rozsavage.com/
59115,Samantha Niblett,parl.2024-07-04,parl.south-derbyshire.2024-07-04,2024-07-04,f,Labour Party,PP53,South Derbyshire,f,1,https://www.samanthaniblett.uk
487,Heather Wheeler,parl.2024-07-04,parl.south-derbyshire.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,South Derbyshire,f,1,https://www.heatherwheeler.org.uk/
34574,Anthony Mangnall,parl.2024-07-04,parl.south-devon.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,South Devon,f,1,https://www.anthonymangnall.co.uk/
109790,Daniel Steel,parl.2024-07-04,parl.south-devon.2024-07-04,2024-07-04,f,Labour Party,PP53,South Devon,f,1,https://danielsteel.org/
26664,Caroline Voaden,parl.2024-07-04,parl.south-devon.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,South Devon,f,1,https://www.carolinevoaden.com/
117637,Rosie Frisby Morrell,parl.2024-07-04,parl.south-dorset.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,South Dorset,f,1,https://www.everyoneisgod.co.uk/
117638,Joy Heather Wilson,parl.2024-07-04,parl.south-dorset.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,South Dorset,f,1,https://votelife.co.uk/
4805,Martin Charles Stewart Corney,parl.2024-07-04,parl.south-east-cornwall.2024-07-04,2024-07-04,f,Green Party,PP63,South East Cornwall,f,1,http://martincorney.uk/
116436,Paul Wadley,parl.2024-07-04,parl.south-east-cornwall.2024-07-04,2024-07-04,f,Reform UK,PP7931,South East Cornwall,f,1,https://www.reformsoutheastcornwall.co.uk/
4663,Simon Cross,parl.2024-07-04,parl.southend-east-and-rochford.2024-07-04,2024-07-04,f,Green Party,PP63,Southend East and Rochford,f,1,https://southeastessex.greenparty.org.uk/
2313,Tom Darwood,parl.2024-07-04,parl.southend-west-and-leigh.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Southend West and Leigh,f,1,http://tomdarwood.weebly.com/
42941,Charith Gunawardena,parl.2024-07-04,parl.southgate-and-wood-green.2024-07-04,2024-07-04,f,Green Party,PP63,Southgate and Wood Green,f,1,https://southgatewoodgreens.org
7323,Geoff Moseley,parl.2024-07-04,parl.southgate-and-wood-green.2024-07-04,2024-07-04,f,Workers Party of Britain,PP11382,Southgate and Wood Green,f,1,http://geoffmoseley.com/Hoi_Polloi/Never_was_so_much_owed_by_so_many.html
63020,Paul Hartshorn,parl.2024-07-04,parl.south-leicestershire.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,South Leicestershire,f,1,https://paulhartshorn.org.uk/
34575,Chris Brown,parl.2024-07-04,parl.south-norfolk.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,South Norfolk,f,1,https://www.southnorfolklibdems.org.uk
5998,Catherine Joanna Rowett,parl.2024-07-04,parl.south-norfolk.2024-07-04,2024-07-04,f,Green Party,PP63,South Norfolk,f,1,https://catherinerowett.org/
74897,Ian Alexander McCord,parl.2024-07-04,parl.south-northamptonshire.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,South Northamptonshire,f,1,https://ianmccord.uk/
99587,Andrew Lynn,parl.2024-07-04,parl.southport.2024-07-04,2024-07-04,f,Reform UK,PP7931,Southport,f,1,https://www.reformparty.uk/southport-constituency
4780,Damien Moore,parl.2024-07-04,parl.southport.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Southport,f,1,https://www.damienmoore.org.uk/
117380,Jonathan Shlomo Aibi,parl.2024-07-04,parl.south-shields.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,South Shields,f,1,https://jonathanaibi.co.uk/
35364,Stuart Anderson,parl.2024-07-04,parl.south-shropshire.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,South Shropshire,f,1,https://southshropshire.stuartanderson.org.uk/
117113,Alan Charles Spencer,parl.2024-07-04,parl.south-west-devon.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,South West Devon,f,1,https://www.ivybridge.club/AlanCSpencer/index.html
72453,Michael McGetrick,parl.2024-07-04,parl.south-west-hertfordshire.2024-07-04,2024-07-04,f,Social Democratic Party,PP243,South West Hertfordshire,f,1,https://drmichaelmcgetrick.com/
117695,Ketankumar Pipaliya,parl.2024-07-04,parl.south-west-hertfordshire.2024-07-04,2024-07-04,f,UK Voice,PP9053,South West Hertfordshire,f,1,https://myukvoice.org/
113663,James Bagge,parl.2024-07-04,parl.south-west-norfolk.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,South West Norfolk,f,1,https://southwestnorfolk2024.org.uk/
96979,Gary Conway,parl.2024-07-04,parl.south-west-norfolk.2024-07-04,2024-07-04,f,Heritage Party,PP12550,South West Norfolk,f,1,http://heritageparty.org/manifesto
47313,Evelyn Akoto,parl.2024-07-04,parl.south-west-wiltshire.2024-07-04,2024-07-04,f,Labour Party,PP53,South West Wiltshire,f,1,https://www.evelynakoto.com/
116439,Garry Melvyn Irvin,parl.2024-07-04,parl.south-west-wiltshire.2024-07-04,2024-07-04,f,Reform UK,PP7931,South West Wiltshire,f,1,https://www.reformwiltshire.com/wiltshire-south-west
47641,Harry Boparai,parl.2024-07-04,parl.spelthorne.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Spelthorne,f,1,https://harryboparai.org.uk/
81761,Rory O'Brien,parl.2024-07-04,parl.spelthorne.2024-07-04,2024-07-04,f,Reform UK,PP7931,Spelthorne,f,1,https://www.reformparty.uk/spelthorne-constituency
67448,Javed Bashir,parl.2024-07-04,parl.spen-valley.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Spen Valley,f,1,http://www.javedbashir.org.uk
83755,Kim Leadbeater,parl.2024-07-04,parl.spen-valley.2024-07-04,2024-07-04,f,Labour Party,PP53,Spen Valley,f,1,https://kim4batleyandspen.com
117572,Titus Anything,parl.2024-07-04,parl.stafford.2024-07-04,2024-07-04,f,The Official Monster Raving Loony Party,PP66,Stafford,f,1,https://greenwooddental.wixsite.com/the-official-monster
6312,Daisy Cooper,parl.2024-07-04,parl.st-albans.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,St Albans,f,1,https://daisycooper.org.uk/
37145,Dafydd Morriss,parl.2024-07-04,parl.st-albans.2024-07-04,2024-07-04,f,Heritage Party,PP12550,St Albans,f,1,https://heritageparty.org/
117273,Ian Justin Owen,parl.2024-07-04,parl.stalybridge-and-hyde.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Stalybridge and Hyde,f,1,https://ian4stalyhyde.com/
1043,Jonathan Reynolds,parl.2024-07-04,parl.stalybridge-and-hyde.2024-07-04,2024-07-04,f,Labour and Co-operative Party,joint-party:53-119,Stalybridge and Hyde,f,1,https://www.jonathanreynolds.org.uk/
4231,Steve Double,parl.2024-07-04,parl.st-austell-and-newquay.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,St Austell and Newquay,f,1,http://www.stevedouble.org.uk/
4804,Amanda Alice Pennington,parl.2024-07-04,parl.st-austell-and-newquay.2024-07-04,2024-07-04,f,Green Party,PP63,St Austell and Newquay,f,1,http://www.cornwallgreens.org.uk
42244,James Tasker,parl.2024-07-04,parl.st-helens-south-and-whiston.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,St Helens South and Whiston,f,1,https://james-tasker.co.uk/
70176,Alyn Smith,parl.2024-07-04,parl.stirling-and-strathallan.2024-07-04,2024-07-04,f,Scottish National Party (SNP),PP102,Stirling and Strathallan,f,1,https://www.alynsmith.scot
2504,Andrew George,parl.2024-07-04,parl.st-ives.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,St Ives,f,1,http://www.andrewgeorge.org.uk/
72493,John Richard Harris,parl.2024-07-04,parl.st-ives.2024-07-04,2024-07-04,f,The Common People,PP2117,St Ives,f,1,https://commonpeople.uk/
117519,Dave Laity,parl.2024-07-04,parl.st-ives.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,St Ives,f,1,https://www.davelaity.org
191,Derek Thomas,parl.2024-07-04,parl.st-ives.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,St Ives,f,1,http://derekthomas.org/
71630,Anthony Browne,parl.2024-07-04,parl.st-neots-and-mid-cambridgeshire.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,St Neots and Mid Cambridgeshire,f,1,https://www.anthonybrowne.org/
77431,Stephen Ferguson,parl.2024-07-04,parl.st-neots-and-mid-cambridgeshire.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,St Neots and Mid Cambridgeshire,f,1,http://stephen-ferguson.net/
37499,Ian Sollom,parl.2024-07-04,parl.st-neots-and-mid-cambridgeshire.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,St Neots and Mid Cambridgeshire,f,1,https://www.iansollom.org/
34462,Navendu Mishra,parl.2024-07-04,parl.stockport.2024-07-04,2024-07-04,f,Labour Party,PP53,Stockport,f,1,https://www.navendumishra.co.uk/
101570,Ashley Walker,parl.2024-07-04,parl.stockport.2024-07-04,2024-07-04,f,Stockport Fights Austerity No to Cuts,PP12793,Stockport,f,1,https://stockportfightsausterity.co.uk/
97020,Samuel Bradford,parl.2024-07-04,parl.stockton-north.2024-07-04,2024-07-04,f,Green Party,PP63,Stockton North,f,1,https://stocktonhartlepool.greenparty.org.uk
19842,Gareth Snell,parl.2024-07-04,parl.stoke-on-trent-central.2024-07-04,2024-07-04,f,Labour and Co-operative Party,joint-party:53-119,Stoke-on-Trent Central,f,1,https://www.garethsnell.org.uk
116880,Carla Parrish,parl.2024-07-04,parl.stoke-on-trent-south.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Stoke-on-Trent South,f,1,https://stokegeneralelection.org/
56678,Alec Sandiford,parl.2024-07-04,parl.stoke-on-trent-south.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Stoke-on-Trent South,f,1,https://alecsandiford.org.uk/
95297,Sam Harper-Wallis,parl.2024-07-04,parl.stone-great-wyrley-and-penkridge.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,"Stone, Great Wyrley and Penkridge",f,1,https://www.samharperwallis.co.uk/
59211,Cat Eccles,parl.2024-07-04,parl.stourbridge.2024-07-04,2024-07-04,f,Labour Party,PP53,Stourbridge,f,1,https://www.cat4stour.co.uk
116875,Nizam Ali,parl.2024-07-04,parl.stratford-and-bow.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Stratford and Bow,f,1,https://linktr.ee/nizam.ali.official
117383,Omar Faruk,parl.2024-07-04,parl.stratford-and-bow.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Stratford and Bow,f,1,https://www.voteforomar.com
4348,Uma Kumaran,parl.2024-07-04,parl.stratford-and-bow.2024-07-04,2024-07-04,f,Labour Party,PP53,Stratford and Bow,f,1,https://www.umakumaran.co.uk
116767,Fiona Lali,parl.2024-07-04,parl.stratford-and-bow.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Stratford and Bow,f,1,https://fionalalircp.com/
95279,Seyi Agboola,parl.2024-07-04,parl.stratford-on-avon.2024-07-04,2024-07-04,f,Labour Party,PP53,Stratford-on-Avon,f,1,https://www.stratfordlabour.org.uk/seyiagboola
6085,Chris Clarkson,parl.2024-07-04,parl.stratford-on-avon.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Stratford-on-Avon,f,1,https://www.chrisclarkson.org.uk/
5372,Steve Reed,parl.2024-07-04,parl.streatham-and-croydon-north.2024-07-04,2024-07-04,f,Labour and Co-operative Party,joint-party:53-119,Streatham and Croydon North,f,1,https://www.stevereedmp.co.uk
95477,Jim Newell,parl.2024-07-04,parl.stretford-and-urmston.2024-07-04,2024-07-04,f,Rejoin EU,PP11423,Stretford and Urmston,f,1,https://www.jimrejoineu.com/
34397,Andrew Western,parl.2024-07-04,parl.stretford-and-urmston.2024-07-04,2024-07-04,f,Labour Party,PP53,Stretford and Urmston,f,1,https://www.andrewwestern.co.uk/
115276,Simon Opher,parl.2024-07-04,parl.stroud.2024-07-04,2024-07-04,f,Labour Party,PP53,Stroud,f,1,https://simonforstroud.com/
48925,Julia Ewart,parl.2024-07-04,parl.suffolk-coastal.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Suffolk Coastal,f,1,https://juliaewart.com/
75070,Jon Campbell,parl.2024-07-04,parl.surrey-heath.2024-07-04,2024-07-04,f,Green Party,PP63,Surrey Heath,f,1,https://midsussex.greenparty.org.uk/
79325,Sam Goggin,parl.2024-07-04,parl.surrey-heath.2024-07-04,2024-07-04,f,Reform UK,PP7931,Surrey Heath,f,1,https://www.reformparty.uk/surrey-heath-constituency
71680,Al Pinkerton,parl.2024-07-04,parl.surrey-heath.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Surrey Heath,f,1,https://www.surreyheathlibdems.org.uk/alastair-pinkerton/als-bio
116364,David Morgan,parl.2024-07-04,parl.sussex-weald.2024-07-04,2024-07-04,f,Reform UK,PP7931,Sussex Weald,f,1,https://www.reformparty.uk/sussex-weald-constituency
101885,Danielle Newson,parl.2024-07-04,parl.sussex-weald.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Sussex Weald,f,1,https://sussexwealdlibdems.uk/
77222,Chrishni Reshekaron,parl.2024-07-04,parl.sutton-and-cheam.2024-07-04,2024-07-04,f,Labour Party,PP53,Sutton and Cheam,f,1,https://suttonandcheam.laboursites.org/
6297,Luke Taylor,parl.2024-07-04,parl.sutton-and-cheam.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Sutton and Cheam,f,1,https://www.luketaylor.org.uk
42205,Ben Auton,parl.2024-07-04,parl.sutton-coldfield.2024-07-04,2024-07-04,f,Green Party,PP63,Sutton Coldfield,f,1,https://suttoncoldfieldgreens.uk/
88495,Wajad Burkey,parl.2024-07-04,parl.sutton-coldfield.2024-07-04,2024-07-04,f,Workers Party of Britain,PP11382,Sutton Coldfield,f,1,https://wajadburkey.co.uk/
116670,John Sweeney,parl.2024-07-04,parl.sutton-coldfield.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Sutton Coldfield,f,1,https://www.johnsweeney.co.uk/
73811,Gareth Bromhall,parl.2024-07-04,parl.swansea-west.2024-07-04,2024-07-04,f,Trade Unionist and Socialist Coalition,PP804,Swansea West,f,1,https://tuscwales.org.uk/
34563,Mike O'Carroll,parl.2024-07-04,parl.swansea-west.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Swansea West,f,1,https://www.libdems.org.uk/manifesto
71685,Gwyn Williams,parl.2024-07-04,parl.swansea-west.2024-07-04,2024-07-04,f,Plaid Cymru - The Party of Wales,PP77,Swansea West,f,1,https://www.partyof.wales/manifesto
190,Justin Tomlinson,parl.2024-07-04,parl.swindon-north.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Swindon North,f,1,https://www.justintomlinson.com/
72289,Les Willis,parl.2024-07-04,parl.swindon-north.2024-07-04,2024-07-04,f,Reform UK,PP7931,Swindon North,f,1,https://www.reformwiltshire.com/swindon-north
1582,Heidi Alexander,parl.2024-07-04,parl.swindon-south.2024-07-04,2024-07-04,f,Labour Party,PP53,Swindon South,f,1,https://www.heidialexander.org.uk/
34351,Eddie Hughes,parl.2024-07-04,parl.tamworth.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Tamworth,f,1,https://campaign.eddiehughes.co.uk/
34124,Nigel Hennerley,parl.2024-07-04,parl.tatton.2024-07-04,2024-07-04,f,Green Party,PP63,Tatton,f,1,https://cheshirewestandchester.greenparty.org.uk/nick-brown-copy-copy-copy/
103270,Alan Adams,parl.2024-07-04,parl.telford.2024-07-04,2024-07-04,f,Reform UK,PP7931,Telford,f,1,https://www.alanadams.co.uk/
66282,Hannah Campbell,parl.2024-07-04,parl.telford.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Telford,f,1,https://www.campbell4telford.com/
53018,Shaun Davies,parl.2024-07-04,parl.telford.2024-07-04,2024-07-04,f,Labour Party,PP53,Telford,f,1,https://www.shaundavies.org/
1900,Laurence Robertson,parl.2024-07-04,parl.tewkesbury.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Tewkesbury,f,1,https://www.laurencerobertson.org.uk/
115292,Cameron Thomas,parl.2024-07-04,parl.tewkesbury.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Tewkesbury,f,1,https://cameronthomas.co.uk/
4237,Luke Hall,parl.2024-07-04,parl.thornbury-and-yate.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Thornbury and Yate,f,1,https://www.lukehall.org.uk/
34123,Claire Young,parl.2024-07-04,parl.thornbury-and-yate.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Thornbury and Yate,f,1,https://claireyoung.org.uk/
117250,Dr Nimal Raj,parl.2024-07-04,parl.thurrock.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Thurrock,f,1,https://www.voteraj4thurrock.co.uk/
116455,Jonathan Reece Barter,parl.2024-07-04,parl.tiverton-and-minehead.2024-07-04,2024-07-04,f,Labour Party,PP53,Tiverton and Minehead,f,1,https://www.tivertonandmineheadlabourparty.org.uk
111237,Teresa Hansford,parl.2024-07-04,parl.tonbridge.2024-07-04,2024-07-04,f,Reform UK,PP7931,Tonbridge,f,1,https://www.reformparty.uk/tonbridge-constituency
56799,Tim Shaw,parl.2024-07-04,parl.tonbridge.2024-07-04,2024-07-04,f,Independent Alliance (Kent),PP6839,Tonbridge,f,1,https://www.timshaw.info/
4238,Tom Tugendhat,parl.2024-07-04,parl.tonbridge.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Tonbridge,f,1,https://www.tomtugendhat.org/
37101,Nick Humberstone,parl.2024-07-04,parl.tooting.2024-07-04,2024-07-04,f,Green Party,PP63,Tooting,f,1,https://portfoliowebsite-jxta.vercel.app/contact
117188,Davinder Singh Jamus,parl.2024-07-04,parl.tooting.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Tooting,f,1,https://votelife.co.uk/
8447,Matthew Jones,parl.2024-07-04,parl.torfaen.2024-07-04,2024-07-04,f,Plaid Cymru - The Party of Wales,PP77,Torfaen,f,1,https://www.partyof.wales/manifesto
4529,Phil Hutty,parl.2024-07-04,parl.torridge-and-tavistock.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Torridge and Tavistock,f,1,https://www.twdld.org.uk/
3838,Judy Sara MacIejowska,parl.2024-07-04,parl.torridge-and-tavistock.2024-07-04,2024-07-04,f,Green Party,PP63,Torridge and Tavistock,f,1,https://greenjudy.org.uk/
116879,Nandita Lal,parl.2024-07-04,parl.tottenham.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Tottenham,f,1,https://nanditalal4tottenham.co.uk/
4875,David Lammy,parl.2024-07-04,parl.tottenham.2024-07-04,2024-07-04,f,Labour Party,PP53,Tottenham,f,1,http://www.davidlammy.co.uk
36114,Ruth Helen Gripper,parl.2024-07-04,parl.truro-and-falmouth.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Truro and Falmouth,f,1,https://www.trurofalmouth-libdems.org.uk/
35100,Jayne Kirkham,parl.2024-07-04,parl.truro-and-falmouth.2024-07-04,2024-07-04,f,Labour and Co-operative Party,joint-party:53-119,Truro and Falmouth,f,1,https://jaynekirkham.co.uk
27180,Cherilyn Mackrory,parl.2024-07-04,parl.truro-and-falmouth.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Truro and Falmouth,f,1,https://www.cherilynmackrory.org.uk/
116751,Hassan Kassem,parl.2024-07-04,parl.tunbridge-wells.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Tunbridge Wells,f,1,https://www.hassankassem.org/
116366,Mike Martin,parl.2024-07-04,parl.tunbridge-wells.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Tunbridge Wells,f,1,https://mike-martin.co.uk/
3162,Munira Wilson,parl.2024-07-04,parl.twickenham.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Twickenham,f,1,https://www.trlibdems.org.uk/munira
2910,Alan Campbell,parl.2024-07-04,parl.tynemouth.2024-07-04,2024-07-04,f,Labour Party,PP53,Tynemouth,f,1,http://www.alancampbellmp.co.uk/
117445,Christopher Greener,parl.2024-07-04,parl.tynemouth.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Tynemouth,f,1,https://christophergreenertynemouthgeneralelection2024.org/
109978,Mustaque Rahman,parl.2024-07-04,parl.tynemouth.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Tynemouth,f,1,https://www.rahman4pcc.org/
12439,Carla Lockhart,parl.2024-07-04,parl.upper-bann.2024-07-04,2024-07-04,f,Democratic Unionist Party - D.U.P.,PP70,Upper Bann,f,1,https://www.carlalockhartmp.co.uk/
87298,Ian Rex-Hawkes,parl.2024-07-04,parl.uxbridge-and-south-ruislip.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Uxbridge and South Ruislip,f,1,https://rexyforruislip.uk
7458,Florence Eshalomi,parl.2024-07-04,parl.vauxhall-and-camberwell-green.2024-07-04,2024-07-04,f,Labour and Co-operative Party,joint-party:53-119,Vauxhall and Camberwell Green,f,1,https://florenceeshalomimp.com
95239,Simon Lightwood,parl.2024-07-04,parl.wakefield-and-rothwell.2024-07-04,2024-07-04,f,Labour and Co-operative Party,joint-party:53-119,Wakefield and Rothwell,f,1,https://www.simonlightwood.org.uk/
32060,Ash Routh,parl.2024-07-04,parl.wakefield-and-rothwell.2024-07-04,2024-07-04,f,Green Party,PP63,Wakefield and Rothwell,f,1,https://ashrouth.com/
2917,Angela Eagle,parl.2024-07-04,parl.wallasey.2024-07-04,2024-07-04,f,Labour Party,PP53,Wallasey,f,1,https://www.angelaeagle.co.uk/
816,Valerie Vaz,parl.2024-07-04,parl.walsall-and-bloxwich.2024-07-04,2024-07-04,f,Labour Party,PP53,Walsall and Bloxwich,f,1,https://www.valerievazmp.co.uk
3774,Stella Creasy,parl.2024-07-04,parl.walthamstow.2024-07-04,2024-07-04,f,Labour and Co-operative Party,joint-party:53-119,Walthamstow,f,1,http://www.workingforwalthamstow.org.uk
117277,Ruth Theresa Rawlins,parl.2024-07-04,parl.walthamstow.2024-07-04,2024-07-04,f,Independent,ynmp-party:2,Walthamstow,f,1,https://votelife.co.uk/
6583,Rebecca Taylor,parl.2024-07-04,parl.walthamstow.2024-07-04,2024-07-04,f,Liberal Democrats,PP90,Walthamstow,f,1,http://rebeccataylormep.blogspot.co.uk/
117015,Yasmin Al-Atroshi,parl.2024-07-04,parl.warrington-north.2024-07-04,2024-07-04,f,Conservative and Unionist Party,PP52,Warrington North,f,1,https://www.yasminalatroshi.uk
100456,Hannah Spencer,parl.2024-07-04,parl.warrington-north.2024-07-04,2024-07-04,f,Green Party,PP63,Warrington North,f,1,https://www.hannah4gm.org.uk/
8879,Sarah Hall,parl.2024-07-04,parl.warrington-south.2024-07-04,2024-07-04,f,Labour and Co-operative Party,joint-party:53-119,Warrington South,f,1,https://www.sarahhall.co.uk/
