person_id,person_name,election_id,ballot_paper_id,election_date,election_current,party_name,party_id,post_label,cancelled_poll,seats_contested,homepage_url
109030,Tamara Micner,local.hackney.2024-01-18,local.hackney.cazenove.by.2024-01-18,2024-01-18,f,Green Party,PP63,Cazenove,f,1,https://www.tamaramicner.com/
7045,Dave Raval,local.hackney.2024-01-18,local.hackney.cazenove.by.2024-01-18,2024-01-18,f,Liberal Democrats,PP90,Cazenove,f,1,http://www.daveraval.com
37101,Nick Humberstone,local.wandsworth.2024-01-18,local.wandsworth.tooting-broadway.by.2024-01-18,2024-01-18,f,Green Party,PP63,Tooting Broadway,f,1,https://portfoliowebsite-jxta.vercel.app/contact
20211,Emma Edhem,local.city-of-london-alder.2024-02-01,local.city-of-london-alder.candlewick.2024-02-01,2024-02-01,f,Independent,ynmp-party:2,Candlewick,f,1,http://emma-edhem.org/
23150,Jonathan David Millard,local.blaenau-gwent.2024-02-08,local.blaenau-gwent.ebbw-vale-south.by.2024-02-08,2024-02-08,f,Independent,ynmp-party:2,Ebbw Vale South,f,1,https://www.blaenau-gwent.gov.uk/en/council/councillors-and-committees/councillor-directory/councillor-jonathan-david-millard/
109120,Michael Howarth,parl.2024-02-29,parl.rochdale.by.2024-02-29,2024-02-29,f,Independent,ynmp-party:2,Rochdale,f,1,https://votemichael.co.uk/
89373,Justin Mark Griffiths,local.carmarthenshire.2024-03-06,local.carmarthenshire.elli.by.2024-03-06,2024-03-06,f,Liberal Democrats,PP90,Elli,f,1,https://www.libdems.org.uk/manifesto
109128,Malcolm Francis McConnell,local.glasgow-city.2024-03-07,local.glasgow-city.hillhead.by.2024-03-07,2024-03-07,f,Scottish National Party (SNP),PP102,Hillhead,f,1,https://malcolmmcconnell.scot/
45153,Brenda Dacres,mayor.lewisham.2024-03-07,mayor.lewisham.2024-03-07,2024-03-07,f,Labour and Co-operative Party,joint-party:53-119,London Borough of Lewisham,f,1,https://www.backbrenda.com/
109247,Jonathan Mark Swales,local.north-yorkshire.2024-04-11,local.north-yorkshire.stray-woodlands-hookstone.by.2024-04-11,2024-04-11,f,Reform UK,PP7931,"Stray, Woodlands & Hookstone",f,1,https://reformuk.org.uk/harrogate/
4870,Shahrar Ali,gla.a.2024-05-02,gla.a.2024-05-02,2024-05-02,f,Green Party,PP63,London Assembly,f,11,http://electshahrar.co.uk/
7940,Rob Blackie,gla.a.2024-05-02,gla.a.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,London Assembly,f,11,http://www.rob4london.com/
8000,Susan Hall,gla.a.2024-05-02,gla.a.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,London Assembly,f,11,https://www.susan.london/
7400,Vanessa Hudson,gla.a.2024-05-02,gla.a.2024-05-02,2024-05-02,f,Animal Welfare Party,PP616,London Assembly,f,11,http://www.animalwelfareparty.org/
37145,Dafydd Morriss,gla.a.2024-05-02,gla.a.2024-05-02,2024-05-02,f,Heritage Party,PP12550,London Assembly,f,11,https://heritageparty.org/
94259,Devina Marylyn Paul,gla.a.2024-05-02,gla.a.2024-05-02,2024-05-02,f,Labour Party,PP53,London Assembly,f,11,https://devinapaul.com/
48361,Claire Frances Sheppard,gla.a.2024-05-02,gla.a.2024-05-02,2024-05-02,f,Green Party,PP63,London Assembly,f,11,https://www.clairesheppardlondon.co.uk/
35955,Anne Clarke,gla.c.2024-05-02,gla.c.barnet-and-camden.2024-05-02,2024-05-02,f,Labour and Co-operative Party,joint-party:53-119,Barnet and Camden,f,1,https://www.anneclarke.co.uk/
48788,Neil Robert Garratt,gla.c.2024-05-02,gla.c.croydon-and-sutton.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Croydon and Sutton,f,1,https://www.neilgarratt.com/
7725,Joanne McCartney,gla.c.2024-05-02,gla.c.enfield-and-haringey.2024-05-02,2024-05-02,f,Labour and Co-operative Party,joint-party:53-119,Enfield and Haringey,f,1,http://joannemccartney.co.uk/
109362,Mohammed Asif,gla.c.2024-05-02,gla.c.havering-and-redbridge.2024-05-02,2024-05-02,f,Independent,ynmp-party:2,Havering and Redbridge,f,1,https://MohammedAsif.org/
5874,Marina Masuma Ahmad,gla.c.2024-05-02,gla.c.lambeth-and-southwark.2024-05-02,2024-05-02,f,Labour and Co-operative Party,joint-party:53-119,Lambeth and Southwark,f,1,https://www.marinaahmadlabour.com
48361,Claire Frances Sheppard,gla.c.2024-05-02,gla.c.lambeth-and-southwark.2024-05-02,2024-05-02,f,Green Party,PP63,Lambeth and Southwark,f,1,https://www.clairesheppardlondon.co.uk/
7834,Leonie Alison Cooper,gla.c.2024-05-02,gla.c.merton-and-wandsworth.2024-05-02,2024-05-02,f,Labour and Co-operative Party,joint-party:53-119,Merton and Wandsworth,f,1,http://www.leonie.london/
9375,Leslie Christine Groves Williams,local.adur.2024-05-02,local.adur.buckingham.2024-05-02,2024-05-02,f,Green Party,PP63,Buckingham,f,1,https://adur.greenparty.org.uk/
7226,Tony Devoy,local.barnsley.2024-05-02,local.barnsley.north-east.2024-05-02,2024-05-02,f,Yorkshire Party,PP2055,North East,f,1,http://www.yorkshireparty.org.uk/candidates
62267,Andrew Charles Fryd,local.basildon.2024-05-02,local.basildon.burstead.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Burstead,f,3,https://brentwoodlibdems.org.uk/en/
4259,Gavin Dominic Callaghan,local.basildon.2024-05-02,local.basildon.st-martins.2024-05-02,2024-05-02,f,Labour Party,PP53,St Martin's,f,3,http://www.gavincallaghan.co.uk/
41549,Pauleen Malone,local.basingstoke-and-deane.2024-05-02,local.basingstoke-and-deane.evingar.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Evingar,f,1,https://basingstokelibdems.org.uk/en/page/campaigners-by-ward
86984,Stacy Anne Hart,local.basingstoke-and-deane.2024-05-02,local.basingstoke-and-deane.hatch-warren-beggarwood.2024-05-02,2024-05-02,f,Women's Equality Party,PP2755,Hatch Warren & Beggarwood,f,1,https://linktr.ee/wepbasingstoke
76709,Marion Ruth Wolstencroft,local.basingstoke-and-deane.2024-05-02,local.basingstoke-and-deane.hatch-warren-beggarwood.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Hatch Warren & Beggarwood,f,1,https://basingstokelibdems.org.uk/en/page/campaigners-by-ward
76999,Jardine Ian Barrington-Cook,local.basingstoke-and-deane.2024-05-02,local.basingstoke-and-deane.norden.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Norden,f,1,https://basingstokelibdems.org.uk/en/page/campaigners-by-ward
9723,Martin John Baker,local.basingstoke-and-deane.2024-05-02,local.basingstoke-and-deane.sherborne-st-john-rooksdown.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Sherborne St John & Rooksdown,f,1,https://basingstokelibdems.org.uk/en/page/campaigners-by-ward
107884,Warwick Matthew MacKie,local.bedford.2024-05-02,local.bedford.riverfield.by.2024-05-02,2024-05-02,f,Labour Party,PP53,Riverfield,f,1,https://bit.ly/BedfordLabourManifesto
89310,Gordon Campbell,local.bolton.2024-05-02,local.bolton.heaton-lostock-chew-moor.2024-05-02,2024-05-02,f,The Independent Choice,PP14161,"Heaton, Lostock & Chew Moor",f,1,https://theindependentchoice.uk/
43387,Jack Speight,local.bolton.2024-05-02,local.bolton.westhoughton-south.2024-05-02,2024-05-02,f,Westhoughton First Independents,PP9067,Westhoughton South,f,1,http://www.westhoughtonfirstindependents.co.uk/
38302,Marcus Peter Dearden,local.bradford.2024-05-02,local.bradford.bingley.2024-05-02,2024-05-02,f,Labour Party,PP53,Bingley,f,1,https://www.marcus4bingley.co.uk/
110916,Nasser Razak,local.bradford.2024-05-02,local.bradford.keighley-east.2024-05-02,2024-05-02,f,Independent,ynmp-party:2,Keighley East,f,1,https://vote4nasser.com/
13665,Darren James Parkinson,local.bradford.2024-05-02,local.bradford.wyke.2024-05-02,2024-05-02,f,Green Party,PP63,Wyke,f,1,https://bradford.greenparty.org.uk/people/darren-parkinson.html
11359,Alison Elizabeth Fulcher,local.brentwood.2024-05-02,local.brentwood.brentwood-north.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Brentwood North,f,3,https://brentwoodlibdems.org.uk/
45589,Philip Christopher Mynott,local.brentwood.2024-05-02,local.brentwood.brentwood-north.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Brentwood North,f,3,www.brentwoodlibdems.org.uk
62256,Sarah Katherine Cloke,local.brentwood.2024-05-02,local.brentwood.brentwood-west.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Brentwood West,f,3,https://brentwoodlibdems.org.uk/en/
29731,Barry Roy Aspinell,local.brentwood.2024-05-02,local.brentwood.pilgrims-hatch.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Pilgrims Hatch,f,3,https://brentwoodlibdems.org.uk/
62264,Vicky Davies,local.brentwood.2024-05-02,local.brentwood.pilgrims-hatch.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Pilgrims Hatch,f,3,www.brentwoodlibdems.org.uk
41863,Mark Robert Lewis,local.brentwood.2024-05-02,local.brentwood.pilgrims-hatch.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Pilgrims Hatch,f,3,https://brentwoodlibdems.org.uk/en/
45595,Mark Alexander Haigh,local.brentwood.2024-05-02,local.brentwood.warley.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Warley,f,3,www.brentwoodlibdems.org.uk
12874,Jay Laplain,local.brentwood.2024-05-02,local.brentwood.warley.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Warley,f,3,www.brentwoodlibdems.org.uk
73385,Daphne Nneka Chikwere,local.bristol.2024-05-02,local.bristol.avonmouth-lawrence-weston.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Avonmouth & Lawrence Weston,f,3,https://www.daphnechikwere.com/
19163,Jerome Thomas,local.bristol.2024-05-02,local.bristol.clifton.2024-05-02,2024-05-02,f,Green Party,PP63,Clifton,f,2,https://jerome4metromayor.co.uk/
112256,Annabel Jayne Griffiths,local.bristol.2024-05-02,local.bristol.eastville.2024-05-02,2024-05-02,f,Trade Unionist and Socialist Coalition,PP804,Eastville,f,2,https://www.tusc.org.uk/
10570,Mike Luff,local.bristol.2024-05-02,local.bristol.eastville.2024-05-02,2024-05-02,f,Trade Unionist and Socialist Coalition,PP804,Eastville,f,2,https://www.tusc.org.uk/
7893,Gary Hopkins,local.bristol.2024-05-02,local.bristol.knowle.2024-05-02,2024-05-02,f,Knowle Community Party,PP17518,Knowle,f,2,http://www.knowlelibdems.com/
10536,Martin Stephen Fodor,local.bristol.2024-05-02,local.bristol.redland.2024-05-02,2024-05-02,f,Green Party,PP63,Redland,f,2,https://bristolgreenparty.org.uk/
10537,Fi Hance,local.bristol.2024-05-02,local.bristol.redland.2024-05-02,2024-05-02,f,Green Party,PP63,Redland,f,2,https://bristolgreenparty.org.uk/
109039,Kaz Self,local.bristol.2024-05-02,local.bristol.southmead.2024-05-02,2024-05-02,f,Labour Party,PP53,Southmead,f,2,https://www.kazself.com/
5408,Tony Dyer,local.bristol.2024-05-02,local.bristol.southville.2024-05-02,2024-05-02,f,Green Party,PP63,Southville,f,2,https://bristolgreenparty.org.uk/
7721,Christine Charlotte Townsend,local.bristol.2024-05-02,local.bristol.southville.2024-05-02,2024-05-02,f,Green Party,PP63,Southville,f,2,https://bristolgreenparty.org.uk/
73411,Ed Plowden,local.bristol.2024-05-02,local.bristol.windmill-hill.2024-05-02,2024-05-02,f,Green Party,PP63,Windmill Hill,f,2,https://bristolgreenparty.org.uk/
73020,Lisa Stone,local.bristol.2024-05-02,local.bristol.windmill-hill.2024-05-02,2024-05-02,f,Green Party,PP63,Windmill Hill,f,2,https://bristolgreenparty.org.uk/
81446,Krzysztof Strug,local.cambridge.2024-05-02,local.cambridge.market.2024-05-02,2024-05-02,f,Green Party,PP63,Market,f,1,https://cambridge.greenparty.org.uk/
86404,Sam Carling,local.cambridge.2024-05-02,local.cambridge.west-chesterton.2024-05-02,2024-05-02,f,Labour Party,PP53,West Chesterton,f,1,https://www.samcarling.org
38248,Shayne Mary Mitchell,local.cambridge.2024-05-02,local.cambridge.west-chesterton.2024-05-02,2024-05-02,f,Green Party,PP63,West Chesterton,f,1,https://cambridge.greenparty.org.uk/
4299,Joe Cooke,local.castle-point.2024-05-02,local.castle-point.st-marys.2024-05-02,2024-05-02,f,Labour and Co-operative Party,joint-party:53-119,St Mary's,f,3,http://www.castlepointlabour.org.uk/
46661,Karen Celia Wilson,local.cheltenham.2024-05-02,local.cheltenham.battledown.2024-05-02,2024-05-02,f,Green Party,PP63,Battledown,f,2,http://www.wholefoodchef.uk/the-chef.html
15314,Peter Malpas,local.chorley.2024-05-02,local.chorley.chorley-north-west.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Chorley North West,f,1,https://www.chorleyconservatives.com/ChorleyNW
30211,John Richard Akker,local.colchester.2024-05-02,local.colchester.mersea-pyefleet.2024-05-02,2024-05-02,f,Independent,ynmp-party:2,Mersea & Pyefleet,f,1,https://www.johnakker.co.uk/
36641,Chrissie Brown,local.coventry.2024-05-02,local.coventry.st-michaels.2024-05-02,2024-05-02,f,Green Party,PP63,St Michael's,f,1,https://coventry.greenparty.org.uk/election-2024/
87755,Robin Burnham,local.crawley.2024-05-02,local.crawley.bewbush-north-broadfield.2024-05-02,2024-05-02,f,Trade Unionist and Socialist Coalition,PP804,Bewbush & North Broadfield,f,1,https://www.socialistparty.org.uk/
109497,Craig Monks,local.dorset.2024-05-02,local.dorset.beaminster.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Beaminster,f,1,http://craigmonks4beaminsterareaward.co.uk
111568,Carol Lynda Butter,local.dorset.2024-05-02,local.dorset.colehill-wimborne-minster-east.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Colehill & Wimborne Minster East,f,2,https://www.middorsetconservatives.org.uk/people/cllr-carol-butter
53904,David Moore,local.dorset.2024-05-02,local.dorset.colehill-wimborne-minster-east.2024-05-02,2024-05-02,f,Labour Party,PP53,Colehill & Wimborne Minster East,f,2,https://www.mdnplabour.co.uk/constituency-people
24399,Nick Ireland,local.dorset.2024-05-02,local.dorset.crossways.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Crossways,f,1,https://www.southdorsetlibdems.org.uk/
111675,Richard Edwards,local.dorset.2024-05-02,local.dorset.eggardon.2024-05-02,2024-05-02,f,Green Party,PP63,Eggardon,f,1,https://dorset.greenparty.org.uk/local-elections/eggardon-richard-edwards.html
4813,Steve Unwin,local.dorset.2024-05-02,local.dorset.shaftesbury-town.2024-05-02,2024-05-02,f,Patriots Alliance - English Democrats and UKIP,joint-party:17-85,Shaftesbury Town,f,2,http://steve-unwin.co.uk/
20049,Ashley Wynne Rowlands,local.dorset.2024-05-02,local.dorset.wimborne-minster.2024-05-02,2024-05-02,f,Labour Party,PP53,Wimborne Minster,f,2,https://www.mdnplabour.co.uk/
59211,Cat Eccles,local.dudley.2024-05-02,local.dudley.wollaston-stourbridge-town.2024-05-02,2024-05-02,f,Labour Party,PP53,Wollaston & Stourbridge Town,f,3,https://www.cat4stour.co.uk
90114,Freddie Tshiaba,local.elmbridge.2024-05-02,local.elmbridge.weybridge-riverside.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Weybridge Riverside,f,1,https://freddietshiaba.com/
14278,Holly Whitbread,local.epping-forest.2024-05-02,local.epping-forest.epping-west-rural.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Epping West & Rural,f,3,https://www.conservativehome.com/author/cllr-holly-whitbread
36032,Tammy Palmer,local.exeter.2024-05-02,local.exeter.duryard-st-james.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Duryard & St James,f,1,http://ldharingey.nationbuilder.com/candidate_for_tottenham
74869,Stephen Paul Ingram,local.fareham.2024-05-02,local.fareham.fort-fareham.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Fort Fareham,f,2,https://www.stepheningramconservativeparty.co.uk/
91068,David Peter Wiltshire,local.fareham.2024-05-02,local.fareham.portchester-castle.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Portchester Castle,f,2,https://www.farehamindependentgroup.uk/
4305,Chris Vince,local.harlow.2024-05-02,local.harlow.little-parndon-town-centre.2024-05-02,2024-05-02,f,Labour Party,PP53,Little Parndon & Town Centre,f,3,https://www.harlowlabourparty.org/
78541,Andrew Perkins,local.hart.2024-05-02,local.hart.fleet-central.2024-05-02,2024-05-02,f,Labour Party,PP53,Fleet Central,f,1,https://www.nehlabour.org.uk
104397,Trevor Lloyd-Jones,local.hart.2024-05-02,local.hart.yateley-east.2024-05-02,2024-05-02,f,Reform UK,PP7931,Yateley East,f,1,https://www.trevorlloydjones.com/
73636,Lucian Fernando,local.hastings.2024-05-02,local.hastings.silverhill.2024-05-02,2024-05-02,f,Reform UK,PP7931,Silverhill,f,1,https://www.reformparty.uk/hastings-and-rye-constituency
104336,Adam Bowman,local.havant.2024-05-02,local.havant.emsworth.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Emsworth,f,3,https://www.havant-libdems.org/emsworth
17396,Terence Keith Hurn,local.hyndburn.2024-05-02,local.hyndburn.baxenden.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Baxenden,f,1,https://www.hyndburnconservatives.co.uk/
76740,Sajid Mahmood,local.hyndburn.2024-05-02,local.hyndburn.church.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Church,f,1,https://www.hyndburnconservatives.co.uk/
74715,Carole Anne Haythornthwaite,local.hyndburn.2024-05-02,local.hyndburn.rishton.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Rishton,f,1,https://www.hyndburnconservatives.co.uk/
26938,Peter Britcliffe,local.hyndburn.2024-05-02,local.hyndburn.st-andrews.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,St Andrew's,f,1,https://www.hyndburnconservatives.co.uk/
39939,Katherine Mary West,local.ipswich.2024-05-02,local.ipswich.alexandra.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Alexandra,f,1,https://www.ipswichconservatives.com/alexandra-ward-katherine-west
5067,Mike Whitehead,local.kingston-upon-hull.2024-05-02,local.kingston-upon-hull.derringham.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Derringham,f,1,http://mikewhiteheadforpcc.co.uk/
73388,Piers John Briggs,local.kirklees.2024-05-02,local.kirklees.cleckheaton.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Cleckheaton,f,1,https://www.batleyandspenconservatives.org.uk/people/piers-briggs
43102,Mohammed Iqbal,local.leeds.2024-05-02,local.leeds.hunslet-riverside.2024-05-02,2024-05-02,f,Labour and Co-operative Party,joint-party:53-119,Hunslet & Riverside,f,1,https://www.hunsletandriversidelabour.org.uk
38538,David Stephen Dresser,local.leeds.2024-05-02,local.leeds.temple-newsam.2024-05-02,2024-05-02,f,Reform UK,PP7931,Temple Newsam,f,1,https://reformuk.org.uk/leedseast/
73328,Emma Flint,local.leeds.2024-05-02,local.leeds.weetwood.2024-05-02,2024-05-02,f,Labour and Co-operative Party,joint-party:53-119,Weetwood,f,1,https://emma4weetwood.co.uk/
2111,Stuart Robert Jeffery,local.maidstone.2024-05-02,local.maidstone.allington-bridge.2024-05-02,2024-05-02,f,Green Party,PP63,Allington & Bridge,f,2,https://stuartjeffery.net/
37350,Lottie Parfitt,local.maidstone.2024-05-02,local.maidstone.coxheath-farleigh.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Coxheath & Farleigh,f,2,http://lottieparfittreid.com/
111237,Teresa Hansford,local.maidstone.2024-05-02,local.maidstone.marden-yalding.2024-05-02,2024-05-02,f,Reform UK,PP7931,Marden & Yalding,f,3,https://www.reformparty.uk/tonbridge-constituency
12148,Dan Wilkinson,local.maidstone.2024-05-02,local.maidstone.park-wood-mangravet.2024-05-02,2024-05-02,f,Labour Party,PP53,Park Wood & Mangravet,f,2,https://www.maidstonelabour.com/general-election-2019
94123,Paul Thomas,local.maidstone.2024-05-02,local.maidstone.tovil.2024-05-02,2024-05-02,f,Reform UK,PP7931,Tovil,f,2,https://www.reformparty.uk
75086,Luke Allan,local.manchester.2024-05-02,local.manchester.deansgate.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Deansgate,f,1,https://www.mcrlibdems.uk/luke-allan
5092,Jackie Pearcey,local.manchester.2024-05-02,local.manchester.gorton-abbey-hey.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Gorton & Abbey Hey,f,1,http://www.jackiepearcey.org.uk/
13327,Hannah O'Neill,local.milton-keynes.2024-05-02,local.milton-keynes.bletchley-west.2024-05-02,2024-05-02,f,Labour Party,PP53,Bletchley West,f,1,http://www.mklabour.org.uk
13291,Catherine Jean Rose,local.milton-keynes.2024-05-02,local.milton-keynes.olney.2024-05-02,2024-05-02,f,Green Party,PP63,Olney,f,1,https://mk.greenparty.org.uk/news/2019/10/20/green-party-selects-general-election-candidates-for-mk/
82382,Steve Eagle,local.mole-valley.2024-05-02,local.mole-valley.ashtead-park.2024-05-02,2024-05-02,f,Labour Party,PP53,Ashtead Park,f,1,https://www.molevalleylabour.org.uk
111756,Rowshon Uddin,local.newcastle-upon-tyne.2024-05-02,local.newcastle-upon-tyne.arthurs-hill.2024-05-02,2024-05-02,f,Independent,ynmp-party:2,Arthur's Hill,f,1,https://rowshonuddin.co.uk/
37648,Tracey Ann Mitchell,local.newcastle-upon-tyne.2024-05-02,local.newcastle-upon-tyne.denton-westerhope.2024-05-02,2024-05-02,f,Newcastle Independents,PP905,Denton & Westerhope,f,1,https://www.dentonandwesterhope.uk
72826,Doc Anand,local.newcastle-upon-tyne.2024-05-02,local.newcastle-upon-tyne.gosforth.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Gosforth,f,1,http://www.dranand.website/
13200,Brian David Moore,local.newcastle-upon-tyne.2024-05-02,local.newcastle-upon-tyne.gosforth.2024-05-02,2024-05-02,f,The North East Party,PP17515,Gosforth,f,1,http://www.northernengland.uk/newcastle
74189,Stephen John Barry-Stanners,local.newcastle-upon-tyne.2024-05-02,local.newcastle-upon-tyne.lemington.2024-05-02,2024-05-02,f,Labour and Co-operative Party,joint-party:53-119,Lemington,f,1,https://www.newcastlelabour.org.uk/
111667,Matt Williams,local.newcastle-upon-tyne.2024-05-02,local.newcastle-upon-tyne.walker.2024-05-02,2024-05-02,f,Green Party,PP63,Walker,f,1,https://www.matt4nclew.co.uk/
77079,Robson Jack Augusta,local.north-east-lincolnshire.2024-05-02,local.north-east-lincolnshire.park.2024-05-02,2024-05-02,f,Labour Party,PP53,Park,f,1,https://www.RobsonAugusta.org
7783,Phil Tuplin,local.north-east-lincolnshire.2024-05-02,local.north-east-lincolnshire.yarborough.2024-05-02,2024-05-02,f,Trade Unionist and Socialist Coalition,PP804,Yarborough,f,1,http://www.grimsbysocialistparty.com
46298,Charles Laing,local.north-hertfordshire.2024-05-02,local.north-hertfordshire.cadwell.2024-05-02,2024-05-02,f,Conservative and Unionist Party,PP52,Cadwell,f,1,https://www.charleslaing.org.uk/
26535,Mary Karin Marshall,local.north-hertfordshire.2024-05-02,local.north-hertfordshire.hitchin-bearton.2024-05-02,2024-05-02,f,Green Party,PP63,Hitchin Bearton,f,3,https://northherts.greenparty.org.uk/candidates
20009,Sam S Collins,local.north-hertfordshire.2024-05-02,local.north-hertfordshire.hitchin-highbury.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Hitchin Highbury,f,2,https://hitchharpsam.org/en/
72333,Garry Warren,local.north-hertfordshire.2024-05-02,local.north-hertfordshire.letchworth-south-west.2024-05-02,2024-05-02,f,Reform UK,PP7931,Letchworth South West,f,3,https://www.garrywarren.com/
4035,Steve Jarvis,local.north-hertfordshire.2024-05-02,local.north-hertfordshire.weston-sandon.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Weston & Sandon,f,1,http://www.stevejarvis.org.uk/
111759,Stuart Murray,local.north-tyneside.2024-05-02,local.north-tyneside.st-marys.2024-05-02,2024-05-02,f,Independent,ynmp-party:2,St Mary's,f,3,https://stuartforstmarys.co.uk/
111667,Matt Williams,local.north-tyneside.2024-05-02,local.north-tyneside.tynemouth.2024-05-02,2024-05-02,f,Green Party,PP63,Tynemouth,f,3,https://www.matt4nclew.co.uk/
27523,Mike Wright,local.nuneaton-and-bedworth.2024-05-02,local.nuneaton-and-bedworth.weddington.2024-05-02,2024-05-02,f,Green Party,PP63,Weddington,f,2,https://nuneaton.greenparty.org.uk/2018-candidates/mike.html
51172,Paul Boots Errock,local.oldham.2024-05-02,local.oldham.saddleworth-south.2024-05-02,2024-05-02,f,Independent,ynmp-party:2,Saddleworth South,f,1,https://www.proudofoldhamandsaddleworth.org/
54337,Alexandrine Arielle Theodora Kantor,local.oxford.2024-05-02,local.oxford.blackbird-leys.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Blackbird Leys,f,2,http://oxonlibdems.ukp
75900,Duncan Watts,local.oxford.2024-05-02,local.oxford.churchill.2024-05-02,2024-05-02,f,Green Party,PP63,Churchill,f,1,https://www.greenoxfordshire.com/duncan_watts
75903,John Fox,local.oxford.2024-05-02,local.oxford.cutteslowe-sunnymead.2024-05-02,2024-05-02,f,Green Party,PP63,Cutteslowe & Sunnymead,f,1,https://www.greenoxfordshire.com/john_fox
75084,Pippa Hitchcock,local.oxford.2024-05-02,local.oxford.donnington.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Donnington,f,1,http://oxonlibdems.uk
73082,Dianne Claudia Regisford,local.oxford.2024-05-02,local.oxford.holywell.2024-05-02,2024-05-02,f,Green Party,PP63,Holywell,f,1,https://www.greenoxfordshire.com/dianne_regisford
109215,Emily Frances Scaysbrook,local.oxford.2024-05-02,local.oxford.holywell.2024-05-02,2024-05-02,f,Independent,ynmp-party:2,Holywell,f,1,https://emilyscaysbrook.com/
45050,Eleonore Rebekka Vogel,local.oxford.2024-05-02,local.oxford.littlemore.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Littlemore,f,1,http://oxonlibdems.uk
79885,Beverley Jane Joshua,local.oxford.2024-05-02,local.oxford.lye-valley.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Lye Valley,f,1,http://oxonlibdems.uk
8832,Rosemary Morlin,local.oxford.2024-05-02,local.oxford.northfield-brook.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Northfield Brook,f,1,http://oxonlibdems.uk
8837,Roz Smith,local.oxford.2024-05-02,local.oxford.quarry-risinghurst.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Quarry & Risinghurst,f,1,https://ruthwilkinson.mycouncillor.org.uk/
79776,Geraldine Coggins,local.oxford.2024-05-02,local.oxford.st-clements.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,St Clement's,f,1,http://oxonlibdems.uk
8788,Tony Brett,local.oxford.2024-05-02,local.oxford.temple-cowley.2024-05-02,2024-05-02,f,Liberal Democrats,PP90,Temple Cowley,f,1,http://oxonlibdems.uk
109790,Daniel Steel,local.plymouth.2024-05-02,local.plymouth.plymstock-radford.2024-05-02,2024-05-02,f,Labour and Co-operative Party,joint-party:53-119,Plymstock Radford,f,1,https://danielsteel.org/
72340,Amanda Martin,local.portsmouth.2024-05-02,local.portsmouth.cosham.2024-05-02,2024-05-02,f,Labour Party,PP53,Cosham,f,1,https://www.portsmouthlabourparty.org.uk/parliamentary-team/2019/11/07/amanda-martin-for-portsmouth-north/
38018,Tamara Liloutee Barbara Groen,local.portsmouth.2024-05-02,local.portsmouth.eastney-and-craneswater.2024-05-02,2024-05-02,f,Green Party,PP63,Eastney and Craneswater,f,1,https://portsmouth.greenparty.org.uk/
